,id,host_response_time,host_response_rate,host_is_superhost,host_identity_verified,host_listings_count,neighbourhood_group_cleansed,property_type,room_type,latitude,longitude,guests_included,accommodates,bathrooms,bedrooms,beds,bed_type,amenities,price,cleaning_fee,minimum_nights,maximum_nights,instant_bookable,cancellation_policy,review_scores_rating
2828,13689263,within an hour,100%,f,t,3,Other neighborhoods,House,Private room,47.70264759814077,-122.35002812329631,2,2,1.0,1,1.0,Real Bed,"{TV,Wifi,Kitchen,""Free parking on premises"",""Smoking allowed"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Keypad,""Hot water"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Garden or backyard"",""Luggage dropoff allowed"",""Well-lit path to entrance"",""Step-free access"",""Step-free access""}",$80.00,$6.00,1,1125,t,strict_14_with_grace_period,1
5994,23309878,within an hour,100%,t,t,2,Downtown,Apartment,Entire home/apt,47.61236436723966,-122.34942461177772,1,2,1.0,1,1.0,Real Bed,"{TV,Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",Gym,Elevator,Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Keypad,""Hot water"",""Bed linens"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""BBQ grill"",""Long term stays allowed"",Waterfront}",$145.00,$75.00,1,30,f,strict_14_with_grace_period,1
7324,27806095,within an hour,100%,t,f,1,Beacon Hill,House,Entire home/apt,47.5727844223986,-122.30337066895486,3,6,1.0,3,3.0,Real Bed,"{TV,Wifi,Kitchen,""Free parking on premises"",Breakfast,""Free street parking"",Heating,Washer,Dryer,""Smoke detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Lockbox,""Private entrance"",""Pack ’n Play/travel crib"",""Hot water""}",$99.00,$50.00,1,30,t,flexible,1
447,1956094,within an hour,100%,t,t,1,Ballard,House,Private room,47.682747451422564,-122.38947027890521,2,4,1.0,1,2.0,Real Bed,"{TV,Wifi,Kitchen,""Pets live on this property"",Cat(s),""Free street parking"",Heating,""Family/kid friendly"",""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Keypad,""Children’s books and toys"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",""BBQ grill"",""Garden or backyard"",""Luggage dropoff allowed"",""Well-lit path to entrance"",""Wide clearance to bed"",""Accessible-height bed"",""Step-free access""}",$65.00,$0.00,1,1125,t,moderate,1
7015,26697223,within an hour,100%,f,f,123,Capitol Hill,House,Shared room,47.642130873523456,-122.30400823021326,1,1,1.0,1,1.0,Real Bed,"{Wifi,Kitchen,Heating,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,""Hair dryer"",Iron,""Laptop friendly workspace""}",$30.00,$15.00,1,21,t,strict_14_with_grace_period,0
6425,24681175,within an hour,100%,t,f,4,Other neighborhoods,House,Entire home/apt,47.66017226991697,-122.32359709555216,4,10,1.5,3,3.0,Real Bed,"{TV,""Cable TV"",Wifi,Kitchen,""Free parking on premises"",""Free street parking"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Keypad,""Private entrance"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Patio or balcony"",""Garden or backyard"",""Luggage dropoff allowed"",""Long term stays allowed""}",$89.00,$125.00,1,1125,t,flexible,1
5128,21346802,within an hour,100%,f,f,123,Downtown,Apartment,Entire home/apt,47.61780339887482,-122.35441621396478,1,3,1.0,0,2.0,Real Bed,"{Wifi,Kitchen,Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}",$120.00,$40.00,1,21,t,strict_14_with_grace_period,0
7467,28314755,within an hour,97%,f,f,4,Downtown,Condominium,Entire home/apt,47.61046924523706,-122.3405134173658,1,5,1.0,2,3.0,Real Bed,"{TV,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",Gym,Elevator,Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",""Smart lock"",""Hot water"",""Luggage dropoff allowed"",""Long term stays allowed""}",$200.00,$60.00,1,1125,t,moderate,0
3927,18026213,within a day,100%,f,f,1,Other neighborhoods,House,Entire home/apt,47.65699012263801,-122.35574075075635,1,10,3.0,4,5.0,Real Bed,"{TV,Wifi,Kitchen,""Free parking on premises"",""Pets allowed"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Private living room"",""Host greets you""}",$255.00,$120.00,5,1125,f,strict_14_with_grace_period,1
5777,22639064,within an hour,100%,t,t,1,Other neighborhoods,Townhouse,Entire home/apt,47.654036082791826,-122.32728464198375,6,6,2.5,2,5.0,Real Bed,"{TV,Wifi,""Air conditioning"",Kitchen,""Free street parking"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Keypad,""Private entrance"",Bathtub,""Children’s dinnerware"",""Game console"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Ethernet connection"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""BBQ grill"",""Patio or balcony"",""Lake access""}",$290.00,$100.00,2,1125,f,moderate,1
1323,6911511,within an hour,100%,t,t,3,Capitol Hill,House,Private room,47.62988731797907,-122.30859166552344,4,4,1.5,2,2.0,Real Bed,"{TV,""Cable TV"",Internet,Wifi,Kitchen,""Free street parking"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Keypad,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Garden or backyard""}",$99.00,$80.00,2,28,t,flexible,1
1032,5397134,within a few hours,100%,t,t,1,Other neighborhoods,Guest suite,Entire home/apt,47.680390393979465,-122.31867561557928,2,2,1.0,1,1.0,Real Bed,"{TV,Internet,Wifi,Kitchen,""Free street parking"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Keypad,""Pack ’n Play/travel crib"",""Hot water"",Other}",$100.00,$50.00,3,65,t,moderate,1
3736,17302157,within an hour,99%,f,f,521,Downtown,Apartment,Entire home/apt,47.61010427883392,-122.34186992216507,2,3,1.0,1,1.0,Real Bed,"{TV,Internet,Wifi,Kitchen,Elevator,Heating,""Family/kid friendly"",Washer,Dryer,Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",""Smart lock""}",$229.00,$89.00,2,1125,t,strict,0
4384,19508263,within an hour,100%,t,t,2,Delridge,House,Private room,47.51498059157197,-122.33358833102415,1,2,1.0,1,1.0,Real Bed,"{TV,Wifi,""Air conditioning"",""Free parking on premises"",Heating,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Keypad,""Private entrance"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Patio or balcony"",""Long term stays allowed"",""Step-free access"",""Step-free access""}",$77.00,0,1,1124,t,strict_14_with_grace_period,1
1720,8431453,a few days or more,0%,t,t,1,Ballard,Townhouse,Private room,47.670365678654356,-122.38119575189344,1,2,1.0,1,1.0,Real Bed,"{TV,Internet,Wifi,Kitchen,""Free street parking"",""Buzzer/wireless intercom"",Heating,Washer,Dryer,""Smoke detector"",Essentials,Shampoo,Hangers,Iron,""Laptop friendly workspace"",""Hot water"",""Luggage dropoff allowed"",""Long term stays allowed"",Other}",$64.00,$15.00,3,1125,f,flexible,1
379,1594219,within an hour,100%,t,t,5,Other neighborhoods,Townhouse,Private room,47.714682120794976,-122.35634771526207,2,2,2.0,1,1.0,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,Breakfast,""Free street parking"",""Indoor fireplace"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Hot water"",Other}",$48.00,$30.00,4,21,t,strict_14_with_grace_period,1
8010,30326614,within a few hours,100%,f,t,1,West Seattle,House,Entire home/apt,47.54708454082851,-122.39188883354235,1,6,2.5,3,4.0,Real Bed,"{TV,Wifi,Kitchen,""Free parking on premises"",""Free street parking"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",""Smart lock"",""Private entrance"",Bathtub,""Changing table"",""High chair"",""Children’s books and toys"",Crib,""Room-darkening shades"",""Children’s dinnerware"",""Game console"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""BBQ grill"",""Garden or backyard"",""Wide hallway clearance"",""Wide doorway""}",$230.00,$100.00,3,28,t,moderate,0
5156,21388775,within an hour,99%,f,f,647,Central Area,House,Entire home/apt,47.60252803477758,-122.30614145367193,1,8,2.5,3,4.0,Real Bed,"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Free street parking"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",""Smart lock"",""Private entrance"",Bathtub,""High chair"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Ethernet connection"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""BBQ grill"",""Patio or balcony"",""Long term stays allowed""}",$153.00,$120.00,2,1125,t,strict_14_with_grace_period,1
2849,13753865,within an hour,100%,t,f,3,Central Area,Condominium,Private room,47.61091341921441,-122.3161495472592,1,2,1.0,1,1.0,Real Bed,"{TV,Wifi,Kitchen,""Paid parking off premises"",Elevator,""Free street parking"",Heating,Washer,Dryer,""Smoke detector"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Self check-in"",Keypad,Bathtub,""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Luggage dropoff allowed"",""Long term stays allowed"",""Paid parking on premises""}",$65.00,$50.00,1,60,f,strict_14_with_grace_period,1
4166,18737568,within an hour,100%,t,t,13,Other neighborhoods,Apartment,Entire home/apt,47.67486121464897,-122.33286074275324,2,2,1.0,0,2.0,Real Bed,"{TV,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Free street parking"",""Indoor fireplace"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_50"",""Self check-in"",Keypad,Bathtub,""Room-darkening shades"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Luggage dropoff allowed"",""Long term stays allowed"",""Full kitchen""}",$75.00,$30.00,1,45,t,moderate,1
3768,17476621,within an hour,100%,f,f,3,Capitol Hill,House,Private room,47.62563760842465,-122.32201024237456,2,2,1.0,1,1.0,Real Bed,"{TV,Wifi,""Free parking on premises"",""Indoor fireplace"",Heating,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",$120.00,$10.00,2,31,t,moderate,1
1548,7776701,within an hour,100%,t,f,1,West Seattle,House,Entire home/apt,47.57685345144482,-122.41636191405388,4,4,2.0,2,2.0,Real Bed,"{TV,""Cable TV"",Wifi,Kitchen,""Pets allowed"",""Free street parking"",""Indoor fireplace"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Hot water"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""BBQ grill"",""Patio or balcony"",""Host greets you"",Beachfront}",$289.00,$120.00,2,21,t,strict_14_with_grace_period,1
7371,27983140,within an hour,100%,f,f,123,Capitol Hill,House,Shared room,47.643990467495385,-122.30415583356822,1,1,1.0,1,1.0,Real Bed,"{Wifi,Kitchen,Heating,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}",$30.00,$15.00,1,21,t,strict_14_with_grace_period,0
2205,11273183,within an hour,94%,t,t,1,Rainier Valley,Guest suite,Entire home/apt,47.50678008679618,-122.25296051075121,2,3,1.0,1,1.0,Real Bed,"{TV,""Cable TV"",Wifi,""Free street parking"",""Hot tub"",Heating,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Self check-in"",""Smart lock"",""Private living room"",Bathtub,""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Patio or balcony"",""Garden or backyard"",""Well-lit path to entrance""}",$99.00,$35.00,1,3,f,moderate,1
5357,21814771,within an hour,100%,t,t,9,Central Area,Apartment,Entire home/apt,47.618356459823616,-122.3015837926385,2,3,1.0,1,1.0,Real Bed,"{TV,Wifi,Kitchen,Elevator,""Free street parking"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Keypad,""Hot water"",""Body soap"",""Bath towel"",""Toilet paper"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""BBQ grill"",""Smart TV"",Balcony,Netflix,""Bedroom comforts"",""Bathroom essentials""}",$95.00,$50.00,1,1125,t,moderate,1
385,1609922,within an hour,100%,f,t,1,Ballard,Townhouse,Entire home/apt,47.67166567877917,-122.3779123263432,2,4,1.5,2,2.0,Real Bed,"{TV,Internet,Wifi,Kitchen,""Free street parking"",""Indoor fireplace"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Iron,""Self check-in"",Lockbox,""Hot water""}",$175.00,$50.00,2,12,t,strict_14_with_grace_period,1
4592,20015067,within an hour,100%,f,f,3,Central Area,Townhouse,Private room,47.61467323431615,-122.30846200735365,1,2,1.0,1,1.0,Real Bed,"{TV,Internet,Wifi,Kitchen,""Pets allowed"",""Pets live on this property"",Dog(s),""Free street parking"",""Indoor fireplace"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Keypad,""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Luggage dropoff allowed""}",$125.00,$40.00,1,8,t,moderate,1
6390,24561560,within an hour,99%,f,f,7,Capitol Hill,Apartment,Entire home/apt,47.617093526904675,-122.31182324546057,1,4,1.0,1,2.0,Real Bed,"{Wifi,Kitchen,Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",""Laptop friendly workspace"",""Self check-in"",Lockbox,""Bed linens"",""Extra pillows and blankets""}",$118.00,$0.00,1,1125,t,strict_14_with_grace_period,0
8150,30963639,within an hour,100%,t,f,8,Rainier Valley,House,Entire home/apt,47.521747794178715,-122.27337315617052,4,6,2.0,3,3.0,Real Bed,"{TV,Wifi,Kitchen,""Free parking on premises"",""Free street parking"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",""Smart lock"",""Private entrance"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Single level home"",""Patio or balcony"",""Garden or backyard"",""Luggage dropoff allowed""}",$100.00,$120.00,2,29,f,moderate,1
