"X","id","host_is_superhost","host_response_rate","host_response_time","host_listings_count","host_identity_verified","accommodates","property_type","room_type","guests_included","bathrooms","bedrooms","beds","bed_type","cleaning_fee","minimum_nights","maximum_nights","instant_bookable","cancellation_policy","price","In_Downtown","In_Delridge","In_Lake_City","num_amenities","total_nearby_landmarks"
8002,30319867,"f",1,"within an hour",123,"f",2,"Apartment","Entire home/apt",1,1,0,1,"Real Bed",50,1,21,"t","strict_14_with_grace_period",90,"f","f","f",10,1
2399,12344306,"f",0.99,"within an hour",152,"f",2,"Apartment","Entire home/apt",1,1,1,1,"Real Bed",75,5,1125,"t","strict_14_with_grace_period",149,"t","f","f",15,5
4803,20575236,"f",1,"within an hour",1,"f",4,"Apartment","Entire home/apt",2,1,0,1,"Real Bed",35,1,35,"t","moderate",89,"t","f","f",30,5
7549,28566845,"f",1,"within an hour",100,"f",3,"Apartment","Entire home/apt",1,1,1,1,"Real Bed",60,2,1125,"t","strict_14_with_grace_period",100,"t","f","f",14,3
7709,29210731,"f",1,"within an hour",3,"t",10,"House","Entire home/apt",1,3,7,7,"Real Bed",75,1,1125,"t","flexible",250,"f","f","f",10,0
6716,25522851,"t",1,"within an hour",1,"f",2,"Guest suite","Entire home/apt",1,1,1,1,"Real Bed",30,2,21,"t","moderate",95,"f","f","f",23,0
810,4128097,"f",0.78,"within a day",220,"t",2,"Apartment","Entire home/apt",1,1,0,1,"Real Bed",0,1,8,"f","strict_14_with_grace_period",180,"t","f","f",19,4
2409,12378099,"f",1,"within an hour",123,"f",2,"House","Private room",1,1,1,1,"Real Bed",20,1,21,"t","strict_14_with_grace_period",50,"f","f","f",18,0
2384,12233882,"f",1,"within an hour",15,"t",2,"House","Private room",1,1,1,1,"Real Bed",0,1,1125,"t","moderate",85,"f","f","f",19,0
7787,29398276,"t",1,"within an hour",5,"t",4,"House","Entire home/apt",4,2,2,2,"Real Bed",74,2,14,"t","strict_14_with_grace_period",300,"f","f","f",57,0
507,2471659,"t",1,"within an hour",1,"f",2,"Guesthouse","Entire home/apt",1,1,1,1,"Real Bed",25,2,29,"t","moderate",85,"f","f","f",28,0
7369,27971824,"f",1,"within an hour",4,"f",2,"House","Private room",1,1,1,1,"Real Bed",0,1,1125,"t","flexible",100,"f","f","f",26,0
5623,22225757,"f",1,"within an hour",9,"f",6,"Condominium","Entire home/apt",4,2,2,3,"Real Bed",100,3,60,"f","strict_14_with_grace_period",150,"t","f","f",28,3
6686,25430088,"f",0.5,"within a day",1,"f",4,"Guest suite","Entire home/apt",1,1,1,2,"Real Bed",75,2,1125,"t","strict_14_with_grace_period",135,"f","f","f",22,0
3649,16915835,"t",1,"within an hour",1,"f",5,"Apartment","Entire home/apt",2,1,1,3,"Real Bed",50,2,1125,"f","moderate",84,"f","f","f",33,0
847,4352184,"f",0.92,"within an hour",51,"t",5,"Apartment","Entire home/apt",2,1,2,3,"Real Bed",75,2,1125,"f","moderate",145,"f","f","f",40,0
7579,28693393,"t",1,"within an hour",1,"f",6,"Guest suite","Entire home/apt",1,1,2,3,"Real Bed",60,1,7,"t","moderate",100,"f","f","f",23,0
6610,25204844,"t",1,"within an hour",1,"t",4,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",25,1,31,"f","flexible",120,"f","f","f",36,0
361,1534622,"f",0.92,"within an hour",51,"t",1,"House","Private room",1,1,1,1,"Real Bed",45,2,1125,"f","moderate",44,"f","f","f",20,0
7978,30202170,"f",1,"within an hour",1,"f",2,"House","Private room",1,1,1,1,"Real Bed",0,1,1125,"t","flexible",95,"f","f","f",14,0
5723,22453792,"t",1,"within an hour",2,"f",2,"Guest suite","Entire home/apt",2,1,0,1,"Real Bed",30,1,1125,"t","moderate",60,"f","f","f",32,0
3950,18095047,"t",1,"within an hour",2,"t",1,"House","Private room",1,1,1,1,"Real Bed",40,7,1125,"f","moderate",50,"f","f","f",37,0
8441,32137917,"t",1,"within an hour",786,"t",2,"Apartment","Entire home/apt",1,1,1,1,"Real Bed",165,30,1125,"f","strict",136,"f","f","f",16,1
7895,29905227,"f",1,"within a few hours",1,"f",4,"House","Entire home/apt",1,1,2,2,"Real Bed",100,1,15,"t","moderate",89,"f","t","f",35,0
4082,18460942,"f",0.99,"within an hour",521,"f",3,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",89,2,1125,"t","strict",229,"t","f","f",28,4
3994,18252809,"f",1,"within an hour",1,"t",12,"House","Entire home/apt",4,3,4,7,"Real Bed",150,3,1125,"f","strict_14_with_grace_period",595,"f","f","f",29,3
7632,28914167,"f",1,"within an hour",1,"f",6,"Townhouse","Entire home/apt",1,2,3,15,"Real Bed",265,2,1125,"t","flexible",225,"f","f","f",34,0
6842,26014732,"f",1,"within a day",2,"f",6,"House","Entire home/apt",2,1,1,2,"Real Bed",50,1,1125,"f","strict_14_with_grace_period",125,"f","f","f",28,0
7421,28207358,"f",0.96,"within an hour",13,"f",16,"House","Entire home/apt",1,3,5,8,"Real Bed",400,3,1125,"f","flexible",725,"f","f","f",22,3
6615,25210949,"t",1,"within a day",2,"t",3,"House","Private room",4,1.5,2,2,"Real Bed",50,2,1125,"t","flexible",90,"f","f","f",30,0
476,2191161,"f",0.99,"within an hour",1276,"f",6,"Apartment","Entire home/apt",1,2,2,3,"Real Bed",99,2,1125,"t","strict_14_with_grace_period",999,"t","f","f",36,3
258,977722,"t",1,"within an hour",1,"t",2,"Apartment","Entire home/apt",1,1,1,1,"Real Bed",30,2,72,"f","moderate",80,"f","f","f",26,0
487,2291123,"f",1,"within a few hours",302,"t",4,"Condominium","Entire home/apt",1,0.5,1,2,"Real Bed",0,1,28,"f","strict_14_with_grace_period",186,"t","f","f",14,4
3122,14711760,"t",0.9,"within an hour",1,"t",6,"Apartment","Entire home/apt",3,1,2,3,"Real Bed",80,5,89,"t","moderate",118,"f","f","f",23,0
6326,24305480,"t",1,"within a day",1,"t",3,"House","Private room",2,1,1,1,"Real Bed",15,1,2,"t","flexible",45,"f","t","f",23,0
7251,27526987,"f",1,"within an hour",1,"t",4,"Guest suite","Entire home/apt",2,1,1,2,"Real Bed",50,2,1125,"t","flexible",100,"f","f","f",14,0
3161,14857553,"f",1,"within an hour",1,"t",3,"Apartment","Entire home/apt",1,1,1,1,"Real Bed",20,2,1125,"t","flexible",155,"t","f","f",13,3
5465,22151132,"f",0.99,"within an hour",521,"f",3,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",89,2,1125,"t","strict",199,"t","f","f",27,3
8231,31365186,"f",1,"within an hour",1,"f",5,"House","Entire home/apt",2,1,2,3,"Real Bed",65,1,31,"t","moderate",130,"f","f","f",20,0
4678,20236793,"t",1,"within an hour",2,"t",2,"House","Entire home/apt",2,1,1,1,"Real Bed",25,2,14,"t","strict_14_with_grace_period",150,"f","f","f",27,0
5799,22732149,"t",1,"within an hour",3,"f",6,"House","Entire home/apt",4,1.5,3,3,"Real Bed",115,2,1125,"f","moderate",180,"f","f","f",36,0
4403,19556080,"t",1,"within an hour",1,"f",4,"House","Entire home/apt",1,1,1,1,"Real Bed",125,3,29,"f","moderate",279,"f","f","f",52,0
2781,13591919,"t",1,"within a few hours",2,"t",2,"Townhouse","Private room",1,1,1,1,"Real Bed",50,2,6,"f","strict_14_with_grace_period",85,"f","f","f",14,0
7274,27616677,"f",1,"within an hour",5,"f",2,"Guesthouse","Private room",1,1,1,1,"Real Bed",50,1,31,"t","strict_14_with_grace_period",71,"f","t","f",31,0
7211,27369848,"f",1,"within an hour",123,"f",1,"House","Shared room",1,1,1,1,"Real Bed",15,1,21,"t","strict_14_with_grace_period",30,"f","f","f",11,0
690,3570691,"t",1,"within an hour",1,"t",8,"Townhouse","Entire home/apt",2,2.5,2,3,"Real Bed",100,3,14,"f","strict_14_with_grace_period",249,"f","f","f",41,0
8042,30426797,"f",1,"within an hour",1,"f",8,"House","Entire home/apt",1,1.5,4,5,"Real Bed",175,7,1125,"f","moderate",185,"f","f","f",36,0
5704,22419955,"f",1,"within an hour",9,"f",6,"House","Entire home/apt",1,1,2,2,"Real Bed",25,1,1125,"t","flexible",80,"f","t","f",54,0
524,2586350,"f",1,"within an hour",1,"t",6,"House","Entire home/apt",2,1,1,3,"Real Bed",60,2,1125,"f","moderate",95,"f","f","f",40,0
62,162563,"f",0.67,"within a day",3,"t",1,"Townhouse","Private room",1,1,1,1,"Real Bed",35,2,30,"f","strict_14_with_grace_period",90,"f","f","f",9,0
3016,14224048,"f",1,"within an hour",1,"t",8,"House","Entire home/apt",4,3,4,4,"Real Bed",250,1,1125,"f","strict_14_with_grace_period",600,"f","f","t",32,0
5409,21980128,"t",1,"within an hour",3,"t",7,"House","Entire home/apt",6,4,3,3,"Real Bed",120,3,9,"f","strict_14_with_grace_period",240,"f","f","f",28,0
4410,19570824,"t",1,"within an hour",1,"t",2,"Townhouse","Private room",1,1,1,1,"Real Bed",25,2,28,"t","moderate",50,"f","f","f",32,0
1537,7748349,"f",1,"within an hour",3,"t",2,"House","Private room",1,1,1,2,"Real Bed",0,2,60,"t","flexible",65,"f","f","f",22,0
4173,18768310,"t",1,"within an hour",1,"f",3,"Guest suite","Entire home/apt",2,1,0,2,"Real Bed",50,2,28,"f","moderate",100,"f","f","f",27,0
7934,30042772,"f",1,"within a day",2,"f",1,"House","Private room",1,1,1,1,"Real Bed",150,14,1125,"t","flexible",55,"f","f","f",14,0
5524,22206326,"f",0.99,"within an hour",521,"f",3,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",89,2,1125,"f","strict",229,"t","f","f",17,5
368,1561256,"t",1,"within an hour",2,"f",2,"House","Private room",1,1,0,1,"Futon",20,2,25,"t","flexible",65,"f","f","f",29,0
2244,11462832,"t",1,"within an hour",2,"t",2,"House","Private room",1,1,1,1,"Real Bed",30,1,3,"f","strict_14_with_grace_period",102,"f","f","f",20,0
5464,22151127,"f",0.99,"within an hour",521,"f",5,"Apartment","Entire home/apt",4,1,2,2,"Real Bed",129,2,1125,"t","strict",350,"t","f","f",27,3
4043,18370014,"t",1,"within an hour",1,"f",2,"House","Entire home/apt",1,1,1,1,"Real Bed",0,2,14,"t","moderate",103,"f","f","f",42,0
4035,18329286,"t",1,"within an hour",1,"f",4,"Guest suite","Entire home/apt",2,1,1,2,"Real Bed",50,4,120,"f","moderate",85,"f","f","f",41,0
2134,10905695,"f",1,"within a few hours",57,"t",1,"House","Shared room",1,1,1,1,"Real Bed",45,3,1125,"f","strict_14_with_grace_period",48,"f","f","f",21,0
8408,32049186,"f",0.99,"within an hour",521,"f",3,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",89,2,1125,"t","strict",119,"t","f","f",21,5
4546,19875628,"f",1,"within an hour",2,"t",4,"Townhouse","Entire home/apt",4,2,2,2,"Real Bed",110,2,31,"f","strict_14_with_grace_period",275,"f","f","f",35,0
5033,21106834,"f",1,"within an hour",50,"f",7,"House","Entire home/apt",7,3,3,3,"Real Bed",313,2,1125,"t","super_strict_30",127,"f","f","f",20,0
7412,28161008,"f",1,"within an hour",1,"f",2,"Apartment","Entire home/apt",1,1,1,1,"Real Bed",65,2,30,"t","flexible",80,"f","f","f",15,0
3538,16426835,"f",1,"within an hour",1,"t",3,"House","Entire home/apt",2,1,1,1,"Airbed",50,1,14,"f","moderate",100,"f","f","f",35,0
7156,27262676,"f",1,"within an hour",15,"t",1,"House","Shared room",1,3.5,1,1,"Real Bed",0,1,30,"t","strict_14_with_grace_period",25,"f","f","f",18,0
6178,23904625,"t",0.9,"within a day",1,"f",7,"Apartment","Entire home/apt",4,1.5,3,5,"Real Bed",75,2,1125,"f","moderate",140,"f","f","f",36,0
3949,18094893,"f",0.99,"within an hour",521,"f",3,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",89,2,1125,"t","strict",119,"t","f","f",25,3
2651,13234231,"f",1,"within an hour",1,"f",6,"House","Entire home/apt",1,1,2,4,"Real Bed",30,1,28,"t","flexible",43,"f","f","f",45,0
7784,29393458,"t",1,"within an hour",1,"f",2,"Guesthouse","Entire home/apt",1,1,0,1,"Real Bed",45,1,89,"t","moderate",90,"f","f","f",15,0
3192,14991780,"f",0.96,"within an hour",13,"f",15,"House","Entire home/apt",1,2.5,6,10,"Real Bed",325,3,1125,"f","strict_14_with_grace_period",525,"f","f","f",22,0
1231,6555393,"t",1,"within an hour",1,"t",4,"Apartment","Entire home/apt",2,1,1,2,"Real Bed",50,3,1125,"t","moderate",99,"f","f","f",47,0
548,2721575,"t",1,"within an hour",2,"t",2,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",45,2,1125,"t","strict_14_with_grace_period",86,"f","f","f",37,0
4453,19697895,"t",1,"within a few hours",1,"t",4,"House","Entire home/apt",4,2,2,2,"Real Bed",165,2,1125,"f","moderate",285,"f","f","f",50,0
3689,17095283,"t",1,"within an hour",2,"t",2,"Guesthouse","Entire home/apt",1,1,0,1,"Real Bed",30,2,14,"f","flexible",80,"f","f","f",22,0
6642,25296669,"t",1,"within an hour",1,"t",4,"Guest suite","Entire home/apt",2,1,1,2,"Real Bed",40,2,1125,"f","moderate",109,"f","f","f",27,1
220,778382,"f",1,"within an hour",1,"t",6,"House","Entire home/apt",4,3,2,2,"Real Bed",150,3,1125,"f","strict_14_with_grace_period",280,"f","f","f",16,0
3412,15898247,"f",0.99,"within an hour",1276,"f",6,"Apartment","Entire home/apt",1,2,2,2,"Real Bed",99,2,1125,"t","strict_14_with_grace_period",999,"t","f","f",35,3
26,25002,"t",1,"within an hour",1,"t",4,"Guest suite","Entire home/apt",2,1,1,2,"Real Bed",15,1,365,"t","flexible",70,"f","f","f",38,0
7588,28722561,"t",1,"within an hour",9,"t",4,"Apartment","Entire home/apt",2,1,0,2,"Real Bed",50,1,1123,"t","strict_14_with_grace_period",60,"t","f","f",30,1
6790,25838179,"t",1,"within an hour",2,"f",3,"Condominium","Entire home/apt",2,1,1,1,"Real Bed",60,1,29,"f","strict_14_with_grace_period",209,"t","f","f",29,3
2792,13623551,"f",1,"within a few hours",1,"t",1,"Apartment","Shared room",1,1,1,1,"Airbed",5,1,90,"f","moderate",65,"t","f","f",17,6
7729,29243569,"t",1,"within an hour",3,"f",4,"House","Entire home/apt",2,2,2,2,"Real Bed",175,3,10,"t","strict_14_with_grace_period",100,"f","t","f",37,0
7736,29245970,"f",0.99,"within an hour",152,"f",2,"Apartment","Entire home/apt",1,1,1,1,"Real Bed",75,30,1125,"f","strict_14_with_grace_period",149,"t","f","f",18,4
6188,23924818,"f",1,"within an hour",5,"t",4,"Apartment","Entire home/apt",2,1,0,1,"Real Bed",0,2,1124,"f","moderate",128,"f","f","f",30,3
6881,26135947,"f",1,"within an hour",1,"f",3,"Guest suite","Entire home/apt",4,1,2,2,"Real Bed",25,2,1000,"t","flexible",105,"f","f","f",28,0
7068,26880154,"t",1,"within a few hours",1,"f",2,"Townhouse","Private room",1,1,1,1,"Real Bed",25,2,31,"t","moderate",90,"f","f","f",33,0
7572,28656754,"f",1,"within an hour",1,"f",2,"House","Entire home/apt",2,1,1,1,"Real Bed",20,1,20,"t","flexible",90,"f","f","f",20,0
2476,12730043,"f",1,"within an hour",1,"f",2,"House","Entire home/apt",1,1,1,1,"Real Bed",80,3,1125,"t","strict_14_with_grace_period",160,"f","f","t",23,0
2357,12144296,"t",1,"within an hour",4,"t",7,"House","Entire home/apt",2,2,3,2,"Real Bed",100,5,1125,"f","strict_14_with_grace_period",165,"f","f","f",19,0
6056,23567364,"t",1,"within an hour",4,"f",2,"House","Private room",1,2,1,1,"Real Bed",22,2,30,"t","flexible",30,"f","f","f",30,0
5759,22573790,"f",1,"within a few hours",1,"t",4,"Apartment","Entire home/apt",4,2,2,2,"Real Bed",100,2,40,"f","strict_14_with_grace_period",120,"f","f","f",23,3
3218,15109066,"t",1,"within an hour",2,"f",2,"Guest suite","Entire home/apt",1,1,1,2,"Real Bed",75,2,1125,"t","moderate",125,"f","f","f",34,0
6307,24209340,"t",1,"within a day",2,"t",3,"Apartment","Entire home/apt",1,1,1,1,"Real Bed",10,1,3,"f","moderate",60,"f","f","f",14,0
7311,27755374,"f",1,"within an hour",2,"f",6,"House","Entire home/apt",1,1,2,2,"Real Bed",85,1,1125,"t","strict_14_with_grace_period",111,"f","f","f",30,0
1756,8632651,"t",1,"within an hour",6,"t",4,"Apartment","Entire home/apt",1,1,2,2,"Real Bed",85,2,1125,"t","strict_14_with_grace_period",135,"f","f","f",19,0
1271,6714652,"t",1,"within a day",1,"t",4,"Guesthouse","Entire home/apt",2,1,0,2,"Pull-out Sofa",75,1,10,"f","moderate",140,"f","f","f",36,0
396,1696015,"f",1,"within a few hours",4,"t",8,"House","Entire home/apt",1,2,3,3,"Real Bed",225,3,1125,"f","strict_14_with_grace_period",375,"f","f","f",25,0
7626,28886777,"t",1,"within an hour",42,"t",4,"Condominium","Entire home/apt",1,1,1,1,"Real Bed",105,2,180,"t","strict_14_with_grace_period",145,"t","f","f",61,5
1837,9133711,"t",1,"within an hour",8,"f",12,"House","Entire home/apt",6,4,6,6,"Real Bed",175,1,1125,"f","flexible",625,"f","f","f",24,0
1568,7841397,"t",1,"within an hour",4,"t",6,"Apartment","Entire home/apt",6,1,2,3,"Real Bed",110,2,90,"f","moderate",125,"f","f","f",40,0
7263,27580995,"f",1,"within an hour",1,"f",6,"Guest suite","Entire home/apt",3,1,2,3,"Real Bed",88,2,10,"f","flexible",150,"f","f","f",23,0
7060,26846570,"t",1,"within an hour",1,"f",4,"Guest suite","Entire home/apt",2,1,1,2,"Real Bed",55,2,29,"t","moderate",83,"f","t","f",33,0
8007,30321255,"f",1,"within an hour",123,"f",2,"Apartment","Entire home/apt",1,1,0,1,"Real Bed",50,1,21,"t","strict_14_with_grace_period",90,"f","f","f",11,1
4647,20153039,"f",0.83,"within a day",1,"f",1,"Other","Shared room",1,1,1,2,"Real Bed",35,30,180,"f","moderate",90,"t","f","f",18,4
8161,31022118,"f",1,"within an hour",5,"f",2,"House","Private room",1,1,1,1,"Real Bed",20,1,21,"t","strict_14_with_grace_period",40,"f","f","f",8,0
7562,28609889,"t",1,"within an hour",4,"f",2,"Apartment","Entire home/apt",1,1,0,1,"Real Bed",40,1,1125,"t","moderate",110,"f","f","f",23,0
5753,22530470,"t",1,"within an hour",1,"f",2,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",25,2,14,"t","moderate",65,"f","f","f",40,0
542,2693672,"t",1,"within an hour",2,"f",4,"Condominium","Entire home/apt",4,1,1,1,"Real Bed",60,3,180,"t","strict_14_with_grace_period",89,"t","f","f",37,5
29,30712,"f",0.83,"within a day",1,"f",3,"Guest suite","Entire home/apt",1,1,1,1,"Real Bed",0,4,730,"f","moderate",75,"f","f","f",23,0
6061,23595033,"t",1,"within an hour",2,"f",4,"Guest suite","Entire home/apt",4,1,0,1,"Real Bed",75,1,45,"t","moderate",85,"f","f","f",48,0
7379,28021357,"t",1,"within an hour",5,"f",5,"Townhouse","Private room",2,1,2,2,"Real Bed",60,2,1000,"f","moderate",85,"f","f","f",23,0
3030,14265651,"t",1,"within an hour",3,"t",6,"Townhouse","Entire home/apt",4,2.5,2,4,"Real Bed",120,2,1125,"f","strict_14_with_grace_period",250,"f","f","f",41,0
831,4250367,"f",1,"within a few hours",9,"t",7,"House","Entire home/apt",1,4,3,3,"Real Bed",200,2,1125,"f","flexible",600,"f","f","f",32,3
8264,31494929,"f",1,"within an hour",1,"f",9,"Townhouse","Entire home/apt",9,2.5,2,4,"Real Bed",120,2,30,"f","moderate",185,"f","f","f",39,0
3286,15412444,"f",0.99,"within an hour",152,"f",2,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",75,2,1125,"f","strict_14_with_grace_period",170,"t","f","f",22,5
6967,26473318,"f",1,"within an hour",123,"f",1,"House","Shared room",1,1,1,1,"Real Bed",15,1,21,"t","strict_14_with_grace_period",35,"f","f","f",10,0
5200,21477946,"f",0.99,"within an hour",152,"f",2,"Apartment","Entire home/apt",1,1,1,1,"Real Bed",75,3,120,"f","strict_14_with_grace_period",140,"t","f","f",19,1
1642,8106263,"f",1,"within an hour",40,"f",2,"Other","Private room",1,1,1,1,"Real Bed",0,1,1125,"t","moderate",59,"f","f","f",24,0
1720,8431453,"t",0,"a few days or more",1,"t",2,"Townhouse","Private room",1,1,1,1,"Real Bed",15,3,1125,"f","flexible",64,"f","f","f",19,0
5137,21369228,"f",1,"within a few hours",2,"t",2,"Condominium","Entire home/apt",2,1,1,2,"Real Bed",50,10,45,"t","strict_14_with_grace_period",91,"f","f","f",36,2
5130,21347916,"t",1,"within an hour",7,"t",2,"Townhouse","Private room",2,1.5,1,1,"Real Bed",30,2,3,"t","strict_14_with_grace_period",125,"f","t","f",21,0
1508,7646637,"t",1,"within a few hours",4,"f",4,"House","Entire home/apt",1,2,4,4,"Real Bed",180,14,300,"t","strict_14_with_grace_period",196,"f","f","f",27,0
7689,29152740,"t",1,"within an hour",31,"f",16,"Apartment","Entire home/apt",16,4,7,7,"Real Bed",430,2,1125,"t","strict_14_with_grace_period",364,"f","f","f",33,1
8018,30362759,"f",1,"within a few hours",1,"t",3,"Apartment","Entire home/apt",2,1,1,2,"Real Bed",55,3,1124,"f","moderate",73,"f","f","f",35,0
5082,21220327,"t",1,"within an hour",1,"t",5,"House","Entire home/apt",1,1,2,3,"Real Bed",75,2,90,"f","moderate",125,"f","f","f",39,0
5958,23127965,"t",1,"within an hour",1,"f",4,"Apartment","Entire home/apt",1,1,1,2,"Real Bed",90,2,1125,"f","moderate",134,"f","f","f",24,3
1855,9174327,"t",1,"within an hour",1,"t",4,"House","Private room",2,1,2,2,"Real Bed",40,2,10,"t","moderate",63,"f","f","f",30,0
6665,25356262,"t",0.94,"within an hour",1,"t",2,"Guest suite","Entire home/apt",1,1,0,1,"Real Bed",35,2,1120,"t","flexible",95,"f","f","f",29,0
978,5057466,"t",1,"within an hour",1,"t",4,"House","Private room",2,1,2,2,"Real Bed",0,1,1125,"t","moderate",84,"f","f","f",48,0
5187,21449791,"f",1,"within an hour",3,"t",4,"Apartment","Entire home/apt",2,1,1,3,"Real Bed",60,1,500,"f","strict_14_with_grace_period",110,"t","f","f",34,3
7038,26786706,"f",1,"within an hour",1,"f",8,"House","Entire home/apt",8,2,3,6,"Real Bed",120,3,1125,"f","strict_14_with_grace_period",330,"f","f","f",26,0
8205,31281961,"t",1,"within an hour",44,"t",6,"House","Entire home/apt",6,1,3,3,"Real Bed",200,2,1125,"t","strict_14_with_grace_period",350,"f","f","f",37,1
2940,13958425,"f",0,"a few days or more",0,"f",1,"House","Private room",1,1,1,1,"Real Bed",25,2,5,"f","flexible",60,"f","f","f",13,0
4094,18486838,"t",1,"within a few hours",1,"t",2,"Townhouse","Private room",1,1,1,1,"Real Bed",20,2,1125,"f","moderate",80,"f","f","f",25,0
345,1483944,"t",1,"within an hour",2,"f",6,"House","Private room",2,1,1,2,"Real Bed",20,2,90,"t","moderate",75,"f","f","f",32,0
244,904057,"t",1,"within an hour",1,"t",3,"Guesthouse","Entire home/apt",2,1,1,0,"Real Bed",35,3,60,"t","moderate",85,"f","f","f",34,0
4344,19336206,"t",1,"within an hour",1,"t",3,"Guest suite","Entire home/apt",2,1,1,1,"Real Bed",45,2,1125,"f","strict_14_with_grace_period",85,"f","f","f",33,0
236,844939,"f",1,"within an hour",2,"f",4,"Condominium","Entire home/apt",1,1,1,2,"Real Bed",95,2,1125,"t","strict_14_with_grace_period",132,"t","f","f",67,5
3615,16726705,"f",1,"within an hour",1,"f",4,"House","Entire home/apt",4,1.5,1,2,"Real Bed",50,2,1125,"f","flexible",135,"f","f","f",16,0
4970,20985659,"f",1,"within an hour",1,"f",2,"Townhouse","Private room",1,1,1,1,"Real Bed",20,1,7,"t","flexible",40,"f","f","f",14,0
3726,17240732,"t",1,"within an hour",2,"t",6,"House","Entire home/apt",4,1,2,3,"Real Bed",75,3,1125,"f","moderate",160,"f","f","f",55,0
931,4757025,"f",1,"within an hour",1,"t",4,"House","Entire home/apt",4,1,2,2,"Real Bed",45,1,1125,"f","moderate",168,"f","f","f",23,0
4559,19904304,"t",1,"within a few hours",1,"t",4,"Guest suite","Entire home/apt",2,1,1,1,"Real Bed",100,3,1125,"f","moderate",133,"f","f","f",29,0
6135,23768489,"t",1,"within an hour",6,"f",3,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",50,1,1125,"t","moderate",105,"f","f","f",26,0
1337,6973790,"f",1,"within an hour",2,"f",4,"Condominium","Entire home/apt",2,1,1,1,"Real Bed",95,2,1125,"t","strict_14_with_grace_period",125,"t","f","f",68,5
1632,8080939,"t",1,"within an hour",6,"t",6,"Apartment","Entire home/apt",1,1,2,3,"Real Bed",85,2,180,"f","strict_14_with_grace_period",180,"f","f","f",20,0
5879,22869704,"t",1,"within an hour",131,"f",2,"Serviced apartment","Entire home/apt",1,1,1,1,"Real Bed",75,2,1125,"t","flexible",100,"f","f","f",40,2
7839,29661706,"f",1,"within an hour",1,"t",1,"Apartment","Entire home/apt",1,1,0,1,"Real Bed",0,30,1125,"t","strict_14_with_grace_period",48,"f","f","f",12,0
6803,25896487,"t",1,"within an hour",2,"f",8,"Townhouse","Entire home/apt",6,3.5,3,3,"Real Bed",160,2,31,"f","strict_14_with_grace_period",180,"f","f","f",39,0
5388,21915103,"t",1,"within a few hours",1,"f",4,"Apartment","Entire home/apt",1,1,1,2,"Real Bed",70,3,1125,"f","moderate",150,"f","f","f",9,3
8181,31126131,"f",1,"within an hour",1,"f",4,"Condominium","Entire home/apt",2,1,1,1,"Real Bed",100,1,1125,"t","strict_14_with_grace_period",220,"t","f","f",47,5
